Brand,Country,Delivered.to.Client.Date,Delivery.Recorded.Date,Dosage,Dosage Form,Fulfill.Via,ID,Item.Description,Manufacturing.Site.Split,Po / So #,PO.Sent.to.Vendor.Date,PO.Sent.to.Vendor.Date (group),Pq #,PQ.First.Sent.to.Client.Date,PQ.First.Sent.to.Client.Date (group),PQ.First.Sent.to.Client.Date(group),Product.Group,Scheduled.Delivery.Date,Shipment.Mode,Sub.Classification,Vendor.INCO.Term,Vendor.Split,Freight.Cost (USD),Item.Throughput,Line.Item. Quantity,Line.Item.Insurance (USD),Line.Item.Value,Pack.Price,Unit.of.Measure (Per Pack),Unit.Price,Weight (Kilograms)
Generic,Côte d'Ivoire,1/12/2008,1/12/2008,1mg/ml,Oral.solution,From RDC,1752,"Stavudine 1mg/ml, powder for oral solution, 200 ml",Aurobindo,SO-11840,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,1/12/2008,Air,Pediatric,N/A - From RDC,SCMS,6381.87,16.25,3250,8.92,4550,1.4,200,0.01,315
Truvada,Uganda,4/11/2008,4/11/2008,300/200mg,Tablet.FDC,From RDC,1755,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Gilead,SO-17440,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,4/11/2008,Air,Adult,N/A - From RDC,SCMS,4503,2.233333333,67,3.45,1758.75,26.25,30,0.88,666
Generic,Zambia,17/03/2009,17/03/2009,600mg,Tablet,From RDC,1757,"Efavirenz 600mg, tablets, 30 Tabs",Aurobindo,SO-17600,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,17/03/2009,Air,Adult,N/A - From RDC,SCMS,14041.17,3333.333333333,100000,2156,1100000,11,30,0.37,8645
Generic,Tanzania,15/09/2008,15/09/2008,150/300mg,Tablet.FDC,From RDC,1758,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Aurobindo,SO-1697,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,15/09/2008,Air,Adult,N/A - From RDC,SCMS,9001.03,968.1,58086,882.91,551817,9.5,60,0.16,8343
Generic,Mozambique,26/02/2009,26/02/2009,150/200/30mg,Tablet.FDC,From RDC,1761,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Strides,SO-15082,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,26/02/2009,Air,Adult,N/A - From RDC,SCMS,7199.72,1548.883333333,92933,1311.47,669117.6,7.2,60,0.12,7011
Generic,Côte d'Ivoire,1/12/2008,1/12/2008,150/30mg,Tablet.FDC,From RDC,1762,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Mylan,SO-11831,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,1/12/2008,Air,Adult,N/A - From RDC,SCMS,6381.87,359.033333333,21542,164.67,84013.8,3.9,60,0.06,1583
Generic,Uganda,9/01/2009,9/01/2009,150/200/30mg,Tablet.FDC,From RDC,1763,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Strides,SO-17700,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,9/01/2009,Air,Adult,N/A - From RDC,SCMS,2202.02,25.183333333,1511,21.32,10879.2,7.2,60,0.12,205
Generic,Uganda,25/09/2008,25/09/2008,10mg/ml,Oral.solution,From RDC,1765,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Aurobindo,SO-10180,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,25/09/2008,Air,Pediatric,N/A - From RDC,SCMS,7876.44,61.116666667,14668,49.28,30802.8,2.1,240,0.01,5511
Generic,Tanzania,26/09/2008,26/09/2008,600mg,Tablet,From RDC,1766,"Efavirenz 600mg, tablets, 30 Tabs",Mylan,SO-2563,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,26/09/2008,Air,Adult,N/A - From RDC,SCMS,8399.76,4393.6,131808,2532.82,1583014.08,12.01,30,0.4,9996
Generic,Zambia,27/08/2008,27/08/2008,200mg,Tablet,From RDC,1771,"Nevirapine 200mg, tablets, 60 Tabs",Aurobindo,SO-2489,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,27/08/2008,Truck,Adult,N/A - From RDC,SCMS,6120.06,740.666666667,44440,241.75,151096,3.4,60,0.06,8276
Truvada,Nigeria,24/08/2008,24/08/2008,300/200mg,Tablet.FDC,From RDC,1772,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Aspen-OSD,SO-11810,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,24/08/2008,Air,Adult,N/A - From RDC,SCMS,8924.98,500,15000,630,393750,26.25,30,0.88,1317
Generic,Uganda,9/01/2009,9/01/2009,150/200/30mg,Tablet.FDC,From RDC,1775,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Strides,SO-17820,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,9/01/2009,Air,Adult,N/A - From RDC,SCMS,2331.03,56.233333333,3374,47.61,24292.8,7.2,60,0.12,250
Generic,Ethiopia,18/02/2009,18/02/2009,150/200/30mg,Tablet.FDC,From RDC,1777,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Strides,SO-22000,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,18/02/2009,Air,Adult,N/A - From RDC,SCMS,29336.46,137.633333333,8258,115.24,58796.96,7.12,60,0.12,5147
Generic,Ethiopia,4/03/2009,4/03/2009,150/300/200mg,Tablet.FDC,From RDC,1778,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Aurobindo,SO-22040,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,4/03/2009,Air,Adult,N/A - From RDC,SCMS,14538.36,459.8,27588,638.06,325538.4,11.8,60,0.2,3146
Generic,Nigeria,19/03/2009,19/03/2009,150/200/30mg,Tablet.FDC,From RDC,1779,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Cipla,SO-20960,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,19/03/2009,Air Charter,Adult,N/A - From RDC,SCMS,11492.86,193.466666667,11608,161.99,82648.96,7.12,60,0.12,1871
Truvada,Nigeria,24/03/2009,24/03/2009,300/200mg,Tablet.FDC,From RDC,1780,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Aspen-OSD,SO-21781,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,24/03/2009,Air,Adult,N/A - From RDC,SCMS,6443.61,4.766666667,143,7.36,3753.75,26.25,30,0.88,14
Truvada,Nigeria,24/03/2009,24/03/2009,300/200mg,Tablet.FDC,From RDC,1781,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Aspen-OSD,SO-21785,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,24/03/2009,Air,Adult,N/A - From RDC,SCMS,6443.61,10.866666667,326,16.77,8557.5,26.25,30,0.88,35
Truvada,Nigeria,24/03/2009,24/03/2009,300/200mg,Tablet.FDC,From RDC,1782,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Aspen-OSD,SO-21784,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,24/03/2009,Air,Adult,N/A - From RDC,SCMS,6443.61,29.1,873,44.92,22916.25,26.25,30,0.88,76
Generic,Rwanda,28/10/2008,28/10/2008,200mg,Tablet,From RDC,1783,"Nevirapine 200mg, tablets, 60 Tabs",Aurobindo,SO-17230,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,28/10/2008,Truck,Adult,N/A - From RDC,SCMS,896.26,4.8,288,1.81,921.6,3.2,60,0.05,28
Truvada,Nigeria,19/01/2009,19/01/2009,300/200mg,Tablet.FDC,From RDC,1784,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Aspen-OSD,SO-19380,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,19/01/2009,Air,Adult,N/A - From RDC,SCMS,7363.73,1089.866666667,32696,1682.21,858270,26.25,30,0.88,2873
Truvada,Nigeria,2/04/2009,2/04/2009,300/200mg,Tablet.FDC,From RDC,1786,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Aspen-OSD,SO-20961,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,2/04/2009,Air,Adult,N/A - From RDC,SCMS,286.65,1.666666667,50,2.57,1312.5,26.25,30,0.88,5
Generic,Nigeria,30/04/2009,30/04/2009,200mg,Tablet,From RDC,1787,"Nevirapine 200mg, tablets, 60 Tabs",Hetero,SO-22832,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,30/04/2009,Air,Adult,N/A - From RDC,SCMS,3515.96,95.9,5754,36.09,18412.8,3.2,60,0.05,318
Generic,Haiti,22/05/2009,22/05/2009,30mg,Capsule,From RDC,1790,"Stavudine 30mg, capsules, 60 Caps",Aurobindo,SO-24840,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,22/05/2009,Air,Adult,N/A - From RDC,SCMS,23441.88,81,4860,14.19,7241.4,1.49,60,0.02,2034
Generic,Uganda,1/06/2009,1/06/2009,150/300mg,Tablet.FDC,From RDC,1791,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Mylan,SO-26161,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,1/06/2009,Air,Adult,N/A - From RDC,SCMS,1122.87,11.416666667,685,11.76,6000.6,8.76,60,0.15,67
Generic,Zambia,8/06/2009,8/06/2009,600mg,Tablet,From RDC,1792,"Efavirenz 600mg, tablets, 30 Tabs",Aurobindo,SO-17611,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,8/06/2009,Truck,Adult,N/A - From RDC,SCMS,8288.78,948.466666667,28454,613.47,312994,11,30,0.37,3279
Generic,Uganda,23/06/2009,23/06/2009,150/300/200mg,Tablet.FDC,From RDC,1796,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Mylan,SO-30111,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,23/06/2009,Air,Adult,N/A - From RDC,SCMS,7493.5,172.85,10371,230.71,117710.85,11.35,60,0.19,1273
Generic,Nigeria,16/06/2009,16/06/2009,200mg,Tablet,From RDC,1797,"Nevirapine 200mg, tablets, 60 Tabs",Aurobindo,SO-31170,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,16/06/2009,Air Charter,Adult,N/A - From RDC,SCMS,7329.83,0.4,24,0.14,72,3,60,0.05,21
Generic,Haiti,18/06/2009,18/06/2009,10mg/ml,Oral.suspension,From RDC,1798,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Aurobindo,SO-24833,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,18/06/2009,Air,Pediatric,N/A - From RDC,SCMS,7789.85,12.645833333,3035,11.42,5827.2,1.92,240,0.01,1133
Generic,Uganda,23/06/2009,23/06/2009,150/300mg,Tablet.FDC,From RDC,1800,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Mylan,SO-31450,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,23/06/2009,Air,Adult,N/A - From RDC,SCMS,3338.35,100,6000,103.02,52560,8.76,60,0.15,486
Generic,Nigeria,17/04/2007,17/04/2007,150/300+200mg,Tablet.FDC.co-blister,From RDC,1844,"Lamivudine/Zidovudine+Nevirapine 150/300+200mg, tablets, co-blister, 60+60 Tabs",Aspen-OSD,SO-342,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,17/04/2007,Air,Adult,N/A - From RDC,SCMS,2208,22.525,2703,45.57,55411.5,20.5,120,0.17,401
Generic,Côte d'Ivoire,4/05/2007,4/05/2007,600mg,Tablet,From RDC,1847,"Efavirenz 600mg, tablets, 30 Tabs",Aurobindo,SO-391,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,4/05/2007,Air,Adult,N/A - From RDC,SCMS,3026,333.333333333,10000,45.57,162500,16.25,30,0.54,910
Generic,Côte d'Ivoire,30/04/2007,30/04/2007,150/200/30mg,Tablet.FDC,From RDC,1851,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Cipla,SO-439,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,30/04/2007,Air,Adult,N/A - From RDC,SCMS,3205,150,9000,45.57,67500,7.5,60,0.12,992
Generic,Côte d'Ivoire,4/05/2007,4/05/2007,150/300mg,Tablet.FDC,From RDC,1853,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Aurobindo,SO-393,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,4/05/2007,Air,Adult,N/A - From RDC,SCMS,3142,166.666666667,10000,45.57,102500,10.25,60,0.17,963
Generic,Côte d'Ivoire,30/04/2007,30/04/2007,150/200/30mg,Tablet.FDC,From RDC,1854,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Cipla,SO-440,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,30/04/2007,Air,Adult,N/A - From RDC,SCMS,1458,16.666666667,1000,45.57,7500,7.5,60,0.12,104
Generic,Côte d'Ivoire,30/04/2007,30/04/2007,150/200/30mg,Tablet.FDC,From RDC,1855,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Cipla,SO-435,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,30/04/2007,Air,Adult,N/A - From RDC,SCMS,3155,150,9000,45.57,67500,7.5,60,0.12,969
Generic,Zambia,26/06/2007,26/06/2007,200mg,Capsule,From RDC,1857,"Efavirenz 200mg, capsule, 90 Caps",Aurobindo,SO-615,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,26/06/2007,Air,Pediatric,N/A - From RDC,SCMS,1848.37,38.177777778,3436,93.18,58240.2,16.95,90,0.19,395
Generic,Tanzania,6/07/2007,6/07/2007,600mg,Tablet,From RDC,1859,"Efavirenz 600mg, tablets, 30 Tabs",Aurobindo,SO-632,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,6/07/2007,Air,Adult,N/A - From RDC,SCMS,6834,955.5,28665,45.57,466092.9,16.26,30,0.54,2515
Generic,Nigeria,26/06/2007,26/06/2007,150/200/40mg,Tablet.FDC,From RDC,1860,"Lamivudine/Nevirapine/Stavudine 150/200/40mg, tablets, 60 Tabs",Cipla,SO-555,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,26/06/2007,Air,Adult,N/A - From RDC,SCMS,1489.52,22.833333333,1370,45.57,10549,7.7,60,0.13,142
Generic,Zimbabwe,17/08/2007,17/08/2007,150/30mg,Tablet.FDC,From RDC,1863,"Lamivudine/Stavudine 150/30mg, tablets, 30 Tabs",Cipla,SO-720,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,17/08/2007,Truck,Adult,N/A - From RDC,SCMS,5348,213.333333333,6400,20.48,12800,2,30,0.07,570
Generic,Tanzania,22/08/2007,22/08/2007,200mg,Tablet,From RDC,1866,"Nevirapine 200mg, tablets, 60 Tabs",Aurobindo,SO-769,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,22/08/2007,Air,Adult,N/A - From RDC,SCMS,3267,196.783333333,11807,67.44,42150.99,3.57,60,0.06,1802
Generic,Zambia,7/08/2007,7/08/2007,20mg/ml,Oral.solution,From RDC,1868,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Aurobindo,SO-751,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,7/08/2007,Air,Pediatric,N/A - From RDC,SCMS,1105.9,2.083333333,500,13.2,8250,16.5,240,0.07,178
Generic,Tanzania,30/07/2007,30/07/2007,150/300mg,Tablet.FDC,From RDC,1869,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Aurobindo,SO-445,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,30/07/2007,Air,Adult,N/A - From RDC,SCMS,3243,182.95,10977,187.57,117234.36,10.68,60,0.18,957
Truvada,Zambia,9/07/2007,9/07/2007,300/200mg,Tablet.FDC,From RDC,1870,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Gilead,SO-315,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,9/07/2007,Air,Adult,N/A - From RDC,SCMS,4407.26,400,12000,504,315000,26.25,30,0.88,1005
Aluvia,Tanzania,30/07/2007,30/07/2007,200/50mg,Tablet,From RDC,1871,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",ABBVIE,SO-633,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,30/07/2007,Air,Adult,N/A - From RDC,SCMS,1388,9.625,1155,75.95,47470.5,41.1,120,0.34,255
Generic,Tanzania,26/09/2007,26/09/2007,300mg,Tablet,From RDC,1876,"Abacavir 300mg, tablets, 60 Tabs",Aurobindo,SO-771,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,26/09/2007,Air,Adult,N/A - From RDC,SCMS,3901.78,127.683333333,7661,438.82,274263.8,35.8,60,0.6,750
Stocrin/Sustiva,Côte d'Ivoire,24/08/2007,24/08/2007,50mg,Capsule,From RDC,1879,"Efavirenz 50mg [Stocrin/Sustiva], capsule, 30 Caps",MSD,SO-589,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,24/08/2007,Air,Pediatric,N/A - From RDC,SCMS,1786,16.166666667,485,2.69,1682.95,3.47,30,0.12,285
Generic,Zimbabwe,28/08/2007,28/08/2007,150/200/30mg,Tablet.FDC,From RDC,1882,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Cipla,SO-718,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,28/08/2007,Truck,Adult,N/A - From RDC,SCMS,41772.09,2083.333333333,125000,1480,925000,7.4,60,0.12,12779
Generic,Zimbabwe,28/08/2007,28/08/2007,200mg,Tablet,From RDC,1883,"Nevirapine 200mg, tablets, 60 Tabs",Aurobindo,SO-292,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,28/08/2007,Air,Adult,N/A - From RDC,SCMS,912.45,27.15,1629,9.57,5978.43,3.67,60,0.06,152
Generic,Zambia,29/08/2007,29/08/2007,20mg,Capsule,From RDC,1884,"Stavudine 20mg, capsules, 60 Caps",Aurobindo,SO-908,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,29/08/2007,Air,Adult,N/A - From RDC,SCMS,5663,18.65,1119,3.13,1958.25,1.75,60,0.03,1581
Generic,Zimbabwe,20/09/2007,20/09/2007,600mg,Tablet,From RDC,1889,"Efavirenz 600mg, tablets, 30 Tabs",Cipla,SO-705,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,20/09/2007,Truck,Adult,N/A - From RDC,SCMS,13788.25,62,1860,36.96,23101.2,12.42,30,0.41,3951
Generic,Côte d'Ivoire,22/11/2007,22/11/2007,10mg/ml,Oral.solution,From RDC,1894,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Aurobindo,SO-1105,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,22/11/2007,Air,Pediatric,N/A - From RDC,SCMS,23907.05,28.2375,6777,23.31,14570.55,2.15,240,0.01,2510
Viread,Côte d'Ivoire,14/12/2007,14/12/2007,300mg,Tablet,From RDC,1895,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Gilead,SO-1146,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,14/12/2007,Air,Adult,N/A - From RDC,SCMS,2056.98,99.633333333,2989,81.3,50813,17,30,0.57,186
Aluvia,Zambia,13/11/2007,13/11/2007,200/50mg,Tablet,From RDC,1896,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",ABBVIE,SO-1030,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,13/11/2007,Air,Adult,N/A - From RDC,SCMS,9008.48,102,12240,804.9,503064,41.1,120,0.34,2678
Generic,Zambia,12/11/2007,12/11/2007,10mg/ml,Oral.solution,From RDC,1899,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Aurobindo,SO-995,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,12/11/2007,Air,Pediatric,N/A - From RDC,SCMS,17358.74,54.683333333,13124,41.37,25854.28,1.97,240,0.01,5309
Generic,Zimbabwe,16/11/2007,16/11/2007,150/200/30mg,Tablet.FDC,From RDC,1901,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Cipla,SO-1150,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,16/11/2007,Air,Adult,N/A - From RDC,SCMS,7364.52,370.666666667,22240,263.32,164576,7.4,60,0.12,2262
Aluvia,Haiti,5/12/2007,5/12/2007,200/50mg,Tablet,From RDC,1905,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",ABBVIE,SO-1286,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,5/12/2007,Air,Adult,N/A - From RDC,SCMS,2523.6,0.833333333,100,6.58,4110,41.1,120,0.34,285
Generic,Ethiopia,20/12/2007,20/12/2007,10mg/ml,Oral.suspension,From RDC,1910,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Aurobindo,SO-1009,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,20/12/2007,Air,Pediatric,N/A - From RDC,SCMS,14554.5,46.533333333,11168,110.79,69241.6,6.2,240,0.03,4583
Generic,Zambia,2/01/2008,2/01/2008,200mg,Capsule,From RDC,1911,"Efavirenz 200mg, capsule, 90 Caps",Aurobindo,SO-1328,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,2/01/2008,Air,Pediatric,N/A - From RDC,SCMS,845,7.466666667,672,17.2,10752,16,90,0.18,128
Generic,Nigeria,17/12/2007,17/12/2007,200mg,Capsule,From RDC,1912,"Efavirenz 200mg, capsule, 90 Caps",Aurobindo,SO-1494,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,17/12/2007,Air,Pediatric,N/A - From RDC,SCMS,1260.1,4.444444444,400,10.24,6400,16,90,0.18,48
Generic,Haiti,10/12/2007,10/12/2007,600mg,Tablet,From RDC,1914,"Efavirenz 600mg, tablets, 30 Tabs",Strides,SO-1484,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,10/12/2007,Air,Adult,N/A - From RDC,SCMS,24448,1166.666666667,35000,695.52,434700,12.42,30,0.41,2153
Generic,Ethiopia,20/12/2007,20/12/2007,10mg/ml,Oral.solution,From RDC,1915,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Aurobindo,SO-1531,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,20/12/2007,Air,Pediatric,N/A - From RDC,SCMS,8586,13.691666667,3286,11.3,7064.9,2.15,240,0.01,1215
Generic,Rwanda,31/01/2008,31/01/2008,600mg,Tablet,From RDC,1918,"Efavirenz 600mg, tablets, 30 Tabs",Aurobindo,SO-1516,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,31/01/2008,Air,Adult,N/A - From RDC,SCMS,36417.89,1241.933333333,37258,740.39,462744.36,12.42,30,0.41,3195
Generic,Zambia,26/11/2007,26/11/2007,600mg,Tablet,From RDC,1922,"Efavirenz 600mg, tablets, 30 Tabs",Aurobindo,SO-1675,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,21/01/2008,Air,Adult,N/A - From RDC,SCMS,17600.24,1471.166666667,44135,877.05,548156.7,12.42,30,0.41,4082
Generic,Côte d'Ivoire,15/01/2008,15/01/2008,10mg/ml,Oral.suspension,From RDC,1923,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Aurobindo,SO-1544,N/A - From RDC,N/A - From RDC,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,15/01/2008,Air,Pediatric,N/A - From RDC,SCMS,1729,4.020833333,965,2.96,1852.8,1.92,240,0.01,344
