,PO / SO #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Days to Deliver
4136,SCMS-238553,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-04-30,8/28/2014,2014-08-28,2014-08-28,2014-08-28,ARV,Adult,PHARMACY DIRECT,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,27,479.17,17.75,0.3,"Aurobindo Unit III, India",No,4306.83476898982,11462.107118413907,0.49,120 days 00:00:00.000000000
4138,SCMS-206330,Nigeria,PMO - US,Direct Drop,FCA,Air,2013-08-13,9/17/2013,2013-12-30,2013-12-30,2013-12-30,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,5513,32747.22,5.94,0.1,ABBVIE Ludwigshafen Germany,Yes,640.0,6185.25,40.51,139 days 00:00:00.000000000
4139,SCMS-199288,South Africa,PMO - US,Direct Drop,DDP,Truck,2013-07-11,7/10/2014,2014-07-10,2014-07-10,2014-07-10,ARV,Pediatric,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,5,117.26,23.45,0.08,ABBVIE (Abbott) Logis. UK,Yes,4306.83476898982,11462.107118413907,0.15,364 days 00:00:00.000000000
4141,SCMS-62470,Vietnam,PMO - US,Direct Drop,EXW,Air,2009-01-04,1/12/2010,2010-04-01,2010-04-01,2010-04-01,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,168,1260.0,7.5,0.12,Mylan (formerly Matrix) Nashik,No,4306.83476898982,11462.107118413907,2.72,452 days 00:00:00.000000000
4142,SCMS-103440,South Africa,PMO - US,Direct Drop,DDP,Ocean,2011-03-10,3/24/2011,2011-10-04,2011-10-04,2011-10-04,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,191011,861459.61,4.51,0.15,"Aurobindo Unit III, India",Yes,16234.0,14439.17,1421.41,208 days 00:00:00.000000000
4144,SCMS-49100,Rwanda,PMO - US,Direct Drop,CIP,Air,2009-06-30,7/15/2009,2010-05-29,2010-05-29,2010-05-29,ARV,Adult,EMCURE PHARMACEUTICALS LTD,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,31,185.69,5.99,0.2,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,4.0,889.55,0.36,333 days 00:00:00.000000000
4146,SCMS-259074,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-09-11,3/9/2015,2015-03-09,2015-03-09,2015-03-09,ARV,Adult,PHARMACY DIRECT,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,5,249.26,49.85,0.83,"Aurobindo Unit III, India",No,4306.83476898982,11462.107118413907,0.26,179 days 00:00:00.000000000
4148,SCMS-87780,Vietnam,PMO - US,Direct Drop,EXW,Air,2010-09-30,10/18/2010,2011-02-16,2011-02-16,2011-02-16,ARV,Adult,HETERO LABS LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,9023,21925.89,2.43,0.04,Hetero Unit III Hyderabad IN,Yes,5359.0,18473.57,47.27,139 days 00:00:00.000000000
4149,SCMS-244440,Uganda,PMO - US,Direct Drop,FCA,Air,2014-06-11,6/23/2014,2014-09-23,2014-09-23,2014-09-23,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,75,2311.5,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,120.0,1487.76,2.38,104 days 00:00:00.000000000
4150,SCMS-104090,South Africa,PMO - US,Direct Drop,DDP,Ocean,2011-03-10,3/28/2011,2012-01-31,2012-01-31,2012-01-31,ARV,Adult,CIPLA LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,82075,223244.0,2.72,0.05,"Cipla, Goa, India",Yes,8969.0,7175.27,368.35,327 days 00:00:00.000000000
4151,SCMS-84220,South Africa,PMO - US,Direct Drop,DDP,Ocean,2010-08-31,9/28/2010,2011-02-09,2011-02-09,2011-02-09,ARV,Adult,CIPLA LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,116000,815480.0,7.03,0.23,"Cipla, Goa, India",Yes,7965.0,13688.03,1758.17,162 days 00:00:00.000000000
4152,SCMS-274390,Vietnam,PMO - US,Direct Drop,EXW,Air,2015-01-28,2/17/2015,2015-07-10,2015-07-07,2015-07-07,ARV,Adult,HETERO LABS LIMITED,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,17760,177600.0,10.0,0.33,Hetero Unit III Hyderabad IN,Yes,2523.0,4784.19,209.04,160 days 00:00:00.000000000
4154,SCMS-64940,Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,2009-12-28,2/12/2010,2010-09-21,2010-09-21,2010-09-21,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Indinavir 400mg [Crixivan], capsules, 180 Caps",Indinavir,Crixivan,400mg,Capsule,180,1000,50000.0,50.0,0.28,"MSD, Haarlem, NL",Yes,254.0,881.33,107.8,267 days 00:00:00.000000000
4155,SCMS-134320,Zambia,PMO - US,Direct Drop,EXW,Air,2011-12-22,1/27/2012,2012-06-26,2012-06-26,2012-06-26,ARV,Pediatric,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 60/100/12mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,60/100/12mg,Chewable/dispersible tablet - FDC,60,70000,301000.0,4.3,0.07,"Cipla, Goa, India",Yes,5999.0,25383.34,422.0,187 days 00:00:00.000000000
4156,SCMS-277983,South Africa,PMO - US,Direct Drop,DDP,Truck,2015-02-20,2/24/2015,2015-07-23,2015-07-23,2015-07-23,ARV,Pediatric,PHARMACY DIRECT,"Ritonavir 80mg/ml [Norvir], oral solution, cool, Bottle, 90 ml",Ritonavir,Norvir,80mg/ml,Oral solution,90,12,59.62,4.97,0.06,ABBVIE (Abbott) France,Yes,4306.83476898982,11462.107118413907,0.07,153 days 00:00:00.000000000
4159,SCMS-98300,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,2011-01-04,1/28/2011,2011-06-10,2011-06-10,2011-06-10,ARV,Adult,Hoffmann-La Roche ltd Basel,"Saquinavir 500mg [Invirase], tablets, 120 Tabs",Saquinavir,Invirase,500mg,Tablet,120,1464,154437.73,105.49,0.88,Roche Madrid,Yes,255.0,4204.67,254.82,157 days 00:00:00.000000000
4160,SCMS-199280,South Africa,PMO - US,Direct Drop,DDP,Truck,2013-07-11,8/13/2013,2014-02-07,2014-02-07,2014-02-07,ARV,Adult,S. BUYS WHOLESALER,"Didanosine 400mg, delayed-release capsules, 30 Caps",Didanosine,Generic,400mg,Delayed-release capsules,30,10,217.06,21.71,0.72,"Aurobindo Unit III, India",No,4306.83476898982,11462.107118413907,0.27,211 days 00:00:00.000000000
4163,SCMS-54980,South Africa,PMO - US,Direct Drop,DDP,Truck,2009-10-08,10/15/2009,2009-10-19,2009-10-19,2009-10-19,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,600,11761.67,19.6,0.65,"Cipla, Goa, India",No,4306.83476898982,11462.107118413907,23.05,11 days 00:00:00.000000000
4164,SCMS-233970,Haiti,PMO - US,Direct Drop,EXW,Air,2014-03-20,4/30/2014,2014-10-14,2014-10-14,2014-10-20,ARV,Adult,CIPLA LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,8806,40419.54,4.59,0.15,"Cipla, Kurkumbh, India",Yes,979.0,6161.47,41.55,208 days 00:00:00.000000000
4167,SCMS-234030,Ghana,PMO - US,Direct Drop,EXW,Air,2014-03-07,5/9/2014,2014-06-12,2014-06-12,2014-06-12,ARV,Pediatric,Aurobindo Pharma Limited,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,6047,8647.21,1.43,0.01,"Aurobindo Unit III, India",Yes,2323.0,7326.63,8.89,97 days 00:00:00.000000000
4168,SCMS-107610,Vietnam,PMO - US,Direct Drop,EXW,Air,2011-04-21,5/4/2011,2011-09-05,2011-09-05,2011-09-05,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,20000,219000.0,10.95,0.18,"Aurobindo Unit III, India",Yes,2675.0,9656.19,361.35,137 days 00:00:00.000000000
4169,SCMS-259079,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-09-11,10/9/2014,2015-08-24,2015-08-24,2015-08-24,ARV,Adult,PHARMACY DIRECT,"Darunavir 600mg [Prezista], tablets, 60 Tabs",Darunavir,Prezista,600mg,Tablet,60,3,151.99,50.66,0.84,"Janssen-Cilag, Latina, IT",No,4306.83476898982,11462.107118413907,0.16,347 days 00:00:00.000000000
4171,SCMS-253160,Rwanda,PMO - US,Direct Drop,EXW,Ocean,2014-08-04,8/19/2014,2014-11-12,2014-11-12,2014-11-24,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,104000,483600.0,4.65,0.16,"Aurobindo Unit VII, IN",Yes,9684.0,7898.15,497.14,100 days 00:00:00.000000000
4172,SCMS-52650,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,2009-08-21,9/11/2009,2009-10-23,2009-10-23,2009-10-23,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Ritonavir,Norvir,100mg,Capsule,336,300,11508.0,38.36,0.11,ABBVIE (Abbott) Logis. UK,Yes,546.0,4901.51,22.56,63 days 00:00:00.000000000
4173,SCMS-83790,South Africa,PMO - US,Direct Drop,DDP,Ocean,2010-08-31,9/24/2010,2010-12-31,2011-02-01,2011-02-01,ARV,Pediatric,Aurobindo Pharma Limited,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,32080,76671.2,2.39,0.08,"Aurobindo Unit III, India",Yes,2666.0,21695.97,165.3,154 days 00:00:00.000000000
4176,SCMS-198710,Uganda,PMO - US,Direct Drop,EXW,Air,2013-07-08,7/31/2013,2013-08-29,2013-08-29,2013-08-29,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,50000,405000.0,8.1,0.13,Mylan (formerly Matrix) Nashik,Yes,6918.0,22886.81,500.98,52 days 00:00:00.000000000
4177,SCMS-267020,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-10-29,12/10/2014,2014-12-10,2014-12-10,2014-12-10,ARV,Adult,S. BUYS WHOLESALER,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,225,5964.4,26.51,0.44,"Cipla, Goa, India",No,4306.83476898982,11462.107118413907,7.02,42 days 00:00:00.000000000
4178,SCMS-226260,Vietnam,PMO - US,Direct Drop,EXW,Air,2014-02-06,3/10/2014,2014-08-13,2014-08-13,2014-08-25,ARV,Adult,HETERO LABS LIMITED,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,720,7560.0,10.5,0.35,Hetero Unit III Hyderabad IN,No,4306.83476898982,11462.107118413907,7.77,188 days 00:00:00.000000000
4179,SCMS-169010,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,2012-11-26,12/7/2012,2013-04-30,2013-04-30,2013-04-30,ANTM,Malaria,ACTION MEDEOR E.V.,"Sulfadoxine/Pyrimethamine 500/25mg, tablets, 1000 Tabs",Sulfadoxine/Pyrimethamine,Generic,500/25mg,Tablet - FDC,1000,415,10026.4,24.16,0.02,"Micro Labs, Hosur, India",Yes,329.0,1731.89,12.4,155 days 00:00:00.000000000
4180,SCMS-226231,Vietnam,PMO - US,Direct Drop,FCA,Air,2014-02-06,5/27/2014,2014-08-16,2014-08-16,2014-08-25,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,5200,316264.0,60.82,0.51,ABBVIE Ludwigshafen Germany,Yes,1272.0,3824.06,325.12,191 days 00:00:00.000000000
4183,SCMS-263630,Vietnam,PMO - US,Direct Drop,EXW,Air,2014-10-30,12/8/2014,2015-06-01,2015-06-01,2015-06-01,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,16800,109032.0,6.49,0.11,Mylan (formerly Matrix) Nashik,Yes,1456.0,2984.0,112.08,214 days 00:00:00.000000000
4185,SCMS-205000,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2013-07-30,9/2/2013,2013-10-07,2013-10-07,2013-10-08,ARV,Pediatric,Aurobindo Pharma Limited,"Zidovudine 100mg, capsules, 100 Caps",Zidovudine,Generic,100mg,Capsule,100,670,3015.0,4.5,0.04,"Aurobindo Unit III, India",Yes,76.0,1921.02,3.73,69 days 00:00:00.000000000
4186,SCMS-155700,Vietnam,PMO - US,Direct Drop,FCA,Air,2012-07-25,8/14/2012,2012-12-11,2012-12-11,2012-12-11,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,104,1581.84,15.21,0.25,ABBVIE Ludwigshafen Germany,Yes,18.0,612.07,2.22,139 days 00:00:00.000000000
4187,SCMS-264940,Uganda,PMO - US,Direct Drop,EXW,Air,2014-11-11,11/25/2014,2015-04-08,2015-04-08,2015-04-08,ARV,Pediatric,Aurobindo Pharma Limited,"Lopinavir/Ritonavir 100/25mg, tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,4250,34170.0,8.04,0.13,"Aurobindo Unit III, India",Yes,424.0,1488.99,40.22,148 days 00:00:00.000000000
4188,SCMS-199310,South Africa,PMO - US,Direct Drop,DDP,Truck,2013-07-12,8/13/2013,2014-11-19,2014-11-19,2014-11-19,ARV,Adult,S. BUYS WHOLESALER,"Etravirine 100mg [Intelence], tablets, 120 Tabs",Etravirine,Intelence,100mg,Tablet,120,39,1523.85,39.07,0.33,"Janssen-Cilag, Latina, IT",No,4306.83476898982,11462.107118413907,1.89,495 days 00:00:00.000000000
4189,SCMS-259076,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-09-11,6/2/2015,2015-06-02,2015-06-02,2015-06-02,ARV,Adult,PHARMACY DIRECT,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,31,1545.41,49.85,0.83,"Aurobindo Unit III, India",No,4306.83476898982,11462.107118413907,1.59,264 days 00:00:00.000000000
4190,SCMS-199283,South Africa,PMO - US,Direct Drop,DDP,Truck,2013-07-11,8/27/2014,2014-08-27,2014-08-27,2014-08-27,ARV,Adult,S. BUYS WHOLESALER,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,19,626.77,32.99,0.55,Hetero Unit III Hyderabad IN,No,4306.83476898982,11462.107118413907,0.78,412 days 00:00:00.000000000
4191,SCMS-259076,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-09-11,6/2/2015,2015-06-02,2015-06-02,2015-06-02,ARV,Pediatric,PHARMACY DIRECT,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,8,136.35,17.04,0.19,"Aurobindo Unit III, India",No,4306.83476898982,11462.107118413907,0.14,264 days 00:00:00.000000000
4192,SCMS-259071,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-09-11,11/28/2014,2014-11-28,2014-11-28,2014-11-28,ARV,Pediatric,PHARMACY DIRECT,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,8,141.69,17.71,0.07,"Aurobindo Unit III, India",No,4306.83476898982,11462.107118413907,0.15,78 days 00:00:00.000000000
4194,SCMS-101001,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,2011-01-05,4/1/2011,2011-08-18,2011-08-18,2011-08-18,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,16695,562621.5,33.7,0.28,ABBVIE Ludwigshafen Germany,Yes,4113.0,30130.82,928.33,225 days 00:00:00.000000000
4195,SCMS-239030,Rwanda,PMO - US,Direct Drop,EXW,Ocean,2014-03-10,5/16/2014,2014-12-19,2014-12-19,2014-12-19,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",Atazanavir/Ritonavir,Generic,300/100mg,Tablet,30,28869,577380.0,20.0,0.67,Mylan (formerly Matrix) Nashik,Yes,3865.0,5678.36,593.55,284 days 00:00:00.000000000
4196,SCMS-210040,Vietnam,PMO - US,Direct Drop,FCA,Air,2013-10-04,10/10/2013,2014-04-07,2014-04-07,2014-05-08,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 30 Tabs",Ritonavir,Norvir,100mg,Tablet,30,400,9304.0,23.26,0.78,ABBVIE Ludwigshafen Germany,Yes,4306.83476898982,11462.107118413907,11.51,185 days 00:00:00.000000000
4198,SCMS-215450,Rwanda,PMO - US,Direct Drop,FCA,Air,2013-10-28,12/2/2013,2014-01-22,2014-01-22,2014-01-24,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,500,2970.0,5.94,0.1,ABBVIE Ludwigshafen Germany,Yes,65.0,985.26,3.05,86 days 00:00:00.000000000
4199,SCMS-132180,Haiti,PMO - US,Direct Drop,EXW,Air,2011-12-07,12/30/2011,2012-01-18,2012-01-18,2012-01-18,ANTM,Malaria,AMSTELFARMA B.V.,"Sulfadoxine/Pyrimethamine 500/25mg, tablets, 1000 Tabs",Sulfadoxine/Pyrimethamine,Generic,500/25mg,Tablet - FDC,1000,10,316.5,31.65,0.03,"Micro Labs, Hosur, India",No,4306.83476898982,11462.107118413907,0.44,42 days 00:00:00.000000000
4200,SCMS-75660,South Africa,PMO - US,Direct Drop,DDP,Ocean,2010-06-02,6/17/2010,2010-10-12,2010-12-15,2010-12-15,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,52516,236847.16,4.51,0.15,"Aurobindo Unit III, India",Yes,4306.83476898982,11462.107118413907,510.64,196 days 00:00:00.000000000
4201,SCMS-262840,Haiti,PMO - US,Direct Drop,EXW,Ocean,2014-10-22,12/24/2014,2015-07-03,2015-07-03,2015-07-13,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,30/60mg,Tablet - FDC,60,6000,11940.0,1.99,0.03,Mylan (formerly Matrix) Nashik,Yes,4306.83476898982,11462.107118413907,12.27,254 days 00:00:00.000000000
4203,SCMS-238550,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-04-30,5/8/2014,2015-02-19,2015-02-19,2015-02-19,ARV,Pediatric,PHARMACY DIRECT,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,3,73.53,24.51,0.1,"Aurobindo Unit III, India",No,4306.83476898982,11462.107118413907,0.08,295 days 00:00:00.000000000
4204,SCMS-268410,Vietnam,PMO - US,Direct Drop,FCA,Air,2014-12-05,12/18/2014,2015-03-19,2015-03-19,2015-03-19,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 30 Tabs",Ritonavir,Norvir,100mg,Tablet,30,128,2977.28,23.26,0.78,ABBVIE Ludwigshafen Germany,Yes,1232.0,2769.45,3.5,104 days 00:00:00.000000000
4205,SCMS-239390,Tanzania,PMO - US,Direct Drop,FCA,Air,2014-04-11,5/16/2014,2014-09-30,2014-09-30,2014-10-07,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,304,9369.28,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,278.0,5656.74,9.63,172 days 00:00:00.000000000
4208,SCMS-238552,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-04-30,8/5/2014,2014-08-05,2014-08-05,2014-08-05,ARV,Adult,PHARMACY DIRECT,"Darunavir 300mg [Prezista], tablets, 120 Tabs",Darunavir,Prezista,300mg,Tablet,120,18,1254.77,69.71,0.58,"Janssen-Cilag, Latina, IT",Yes,4306.83476898982,11462.107118413907,1.29,97 days 00:00:00.000000000
4209,SCMS-57380,Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,2009-11-05,11/17/2009,2010-04-16,2010-04-16,2010-04-16,ARV,Pediatric,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",Efavirenz,Stocrin/Sustiva,30mg/ml,Oral solution,180,3559,60360.64,16.96,0.09,"MSD, Haarlem, NL",Yes,1061.0,2454.99,118.31,162 days 00:00:00.000000000
4210,SCMS-66910,Tanzania,PMO - US,Direct Drop,FCA,Air,2010-03-01,3/12/2010,2010-06-11,2010-06-04,2010-06-04,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,2855,103236.8,36.16,0.3,ABBVIE Ludwigshafen Germany,Yes,4306.83476898982,11462.107118413907,222.58,95 days 00:00:00.000000000
4212,SCMS-104370,South Africa,PMO - US,Direct Drop,DDP,Ocean,2011-03-10,4/1/2011,2011-08-15,2011-09-15,2011-09-15,ARV,Adult,Aurobindo Pharma Limited,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,7548,55100.4,7.3,0.12,"Aurobindo Unit III, India",Yes,391.0,659.58,90.92,189 days 00:00:00.000000000
4213,SCMS-199289,South Africa,PMO - US,Direct Drop,DDP,Truck,2013-07-11,8/29/2014,2014-08-29,2014-08-29,2014-08-29,ARV,Adult,S. BUYS WHOLESALER,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,334,11131.8,33.33,1.11,"Aurobindo Unit III, India",No,4306.83476898982,11462.107118413907,13.77,414 days 00:00:00.000000000
4214,SCMS-58170,Uganda,PMO - US,Direct Drop,EXW,Air,2009-11-16,11/24/2009,2010-01-19,2010-01-19,2010-01-19,ARV,Adult,ASPEN PHARMACARE,"Darunavir 300mg [Prezista], tablets, 120 Tabs",Darunavir,Prezista,300mg,Tablet,120,120,10800.0,90.0,0.75,"Aspen-OSD, Port Elizabeth, SA",Yes,18.0,1190.02,21.17,64 days 00:00:00.000000000
4216,SCMS-103950,South Africa,PMO - US,Direct Drop,DDP,Ocean,2011-03-10,3/28/2011,2011-09-16,2011-09-16,2011-09-16,ARV,Adult,STRIDES ARCOLAB LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,150000,430500.0,2.87,0.05,"Strides, Bangalore, India.",Yes,9282.0,15222.94,710.32,190 days 00:00:00.000000000
4219,SCMS-206570,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2013-08-09,9/17/2013,2014-02-27,2014-02-27,2014-03-26,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 50mg, dispersible tablets (tablets for oral suspension), 30 Tabs",Nevirapine,Generic,50mg,Chewable/dispersible tablet,30,7000,8750.0,1.25,0.04,"Aurobindo Unit III, India",Yes,480.0,5325.3,10.82,202 days 00:00:00.000000000
4221,SCMS-149400,Uganda,PMO - US,Direct Drop,EXW,Air,2012-06-07,6/12/2012,2012-07-18,2012-07-23,2012-07-23,ARV,Adult,Aurobindo Pharma Limited,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,10679,272314.5,25.5,0.21,"Aurobindo Unit III, India",Yes,2709.0,11409.29,381.78,46 days 00:00:00.000000000
4223,SCMS-199283,South Africa,PMO - US,Direct Drop,DDP,Truck,2013-07-11,8/27/2014,2014-08-27,2014-08-27,2014-08-27,ARV,Adult,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,62,1597.1,25.76,0.21,ABBVIE Ludwigshafen Germany,No,4306.83476898982,11462.107118413907,1.98,412 days 00:00:00.000000000
