Brand,Client.Delivery.Date,Country,Dosage,Dosage.Form,Fulfill.Via,INCO,Manufacture.Site,Molecule.Type,PO.Vendor.Date.Group,PO/SO#,PQ#,PQ.Client.Date.Group,Product.Group,Rec.Delivery.Data,Sch.Delivery.Date,Shipment.Mode,Sub.Classification,Vendor.Name,Freight.Cost,Item.Throuhput,Line.Item.Insurance,Line.Item.Qty,Line.Item.Value,Pack.Price,Unit.Measure.Per.Pack,Unit.Price,Weight.KG
Generic,6/16/2008,Zambia,200mg,Capsule,From RDC,N/A - From RDC,Aurobindo,Efavirenz,N/A - From RDC,SO-1883,Pre.PQ,Pre-PQ Process,ARV,6/16/2008,6/16/2008,Air,Pediatric,SCMS,2313.55,37,85.25,3330,53280,16,90,0.18,404
Generic,7/22/2008,Uganda,10mg/ml,Oral solution,From RDC,N/A - From RDC,Aurobindo,Zidovudine,N/A - From RDC,SO-2792,Pre.PQ,Pre-PQ Process,ARV,7/22/2008,7/22/2008,Air,Pediatric,SCMS,15923.41,25.15,20.28,6036,12675.6,2.1,240,0.01,2253
Generic,3/28/2008,Tanzania,600mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Efavirenz,N/A - From RDC,SO-1652,Pre.PQ,Pre-PQ Process,ARV,3/28/2008,3/28/2008,Air,Adult,SCMS,20395.6,566.666666667,337.82,17000,211140,12.42,30,0.41,6007
Generic,4/10/2008,Zambia,600mg,Tablet,From RDC,N/A - From RDC,Mylan,Efavirenz,N/A - From RDC,SO-1892,Pre.PQ,Pre-PQ Process,ARV,4/10/2008,4/10/2008,Air,Adult,SCMS,15007.8,1666.666666667,960.8,50000,600500,12.01,30,0.4,3897
Generic,3/31/2009,Haiti,50mg,Capsule,From RDC,N/A - From RDC,Aurobindo,Efavirenz,N/A - From RDC,SO-23751,Pre.PQ,Pre-PQ Process,ARV,3/31/2009,3/31/2009,Air,Pediatric,SCMS,1608.72,48.2,6.35,1446,3239.04,2.24,30,0.07,83
Generic,1/5/2009,Côte d'Ivoire,150/300mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Zidovudine,N/A - From RDC,SO-19330,Pre.PQ,Pre-PQ Process,ARV,1/5/2009,1/5/2009,Air,Adult,SCMS,23382.04,453.733333333,498.91,27224,254544.4,9.35,60,0.16,2506
Generic,2/10/2009,Côte d'Ivoire,150/30mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Stavudine,N/A - From RDC,SO-16200,Pre.PQ,Pre-PQ Process,ARV,2/10/2009,2/10/2009,Air,Adult,SCMS,21821.95,356,163.28,21360,83304,3.9,60,0.06,1567
Generic,1/19/2009,Côte d'Ivoire,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-16210,Pre.PQ,Pre-PQ Process,ARV,1/19/2009,1/19/2009,Air,Adult,SCMS,5048.32,166.666666667,231.28,10000,118000,11.8,60,0.2,1456
Truvada,3/3/2009,Uganda,300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aspen,Emtricitabine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-17750,Pre.PQ,Pre-PQ Process,ARV,3/3/2009,3/3/2009,Air,Adult,SCMS,1742.25,38.866666667,59.99,1166,30607.5,26.25,30,0.88,145
Generic,8/18/2008,Nigeria,150mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Lamivudine,N/A - From RDC,SO-10800,Pre.PQ,Pre-PQ Process,ARV,8/18/2008,8/18/2008,Air,Adult,SCMS,1020.98,21.666666667,6.03,1300,3770,2.9,60,0.05,65
Generic,8/27/2008,Zambia,200mg,Tablet,From RDC,N/A - From RDC,Hetero,Nevirapine,N/A - From RDC,SO-2476,Pre.PQ,Pre-PQ Process,ARV,8/27/2008,8/27/2008,Air,Adult,SCMS,3540.35,651.133333333,212.53,39068,132831.2,3.4,60,0.06,4510
Truvada,9/28/2008,Nigeria,300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aspen,Emtricitabine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-15540,Pre.PQ,Pre-PQ Process,ARV,9/28/2008,9/28/2008,Air,Adult,SCMS,11584.54,1500,1890,45000,1181250,26.25,30,0.88,3951
Generic,8/20/2008,Zambia,100mg,Chewable/dispersible tablet,From RDC,N/A - From RDC,Aurobindo,Didanosine,N/A - From RDC,SO-2477,Pre.PQ,Pre-PQ Process,ARV,8/20/2008,8/20/2008,Truck,Pediatric,SCMS,813.75,60,44.64,3600,27900,7.75,60,0.13,750
Generic,8/20/2008,Zambia,600mg,Tablet,From RDC,N/A - From RDC,Mylan,Efavirenz,N/A - From RDC,SO-2480,Pre.PQ,Pre-PQ Process,ARV,8/20/2008,8/20/2008,Truck,Adult,SCMS,3558.49,1666.666666667,960.8,50000,600500,12.01,30,0.4,3841
Generic,9/10/2008,Nigeria,300mg,Tablet,From RDC,N/A - From RDC,Mylan,Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-11031,Pre.PQ,Pre-PQ Process,ARV,9/10/2008,9/10/2008,Air,Adult,SCMS,900,6.533333333,4.28,196,2677.36,13.66,30,0.46,12
Generic,2/3/2009,Ethiopia,150/200/30mg,Tablet - FDC,From RDC,N/A - From RDC,Strides,Lamivudine/Nevirapine/Stavudine,N/A - From RDC,SO-21990,Pre.PQ,Pre-PQ Process,ARV,2/3/2009,2/3/2009,Air,Adult,SCMS,9189.57,381.966666667,319.83,22918,163176.16,7.12,60,0.12,1689
Viread,3/9/2009,Tanzania,300mg,Tablet,From RDC,N/A - From RDC,Aspen,Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-18722,Pre.PQ,Pre-PQ Process,ARV,3/9/2009,3/9/2009,Truck,Adult,SCMS,1169.9,29.433333333,29.42,883,15011,17,30,0.57,70
Generic,2/27/2009,Côte d'Ivoire,10mg/ml,Oral suspension,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-21841,Pre.PQ,Pre-PQ Process,ARV,2/27/2009,2/27/2009,Air,Pediatric,SCMS,5463.97,12.4,11.2,2976,5713.92,1.92,240,0.01,209
Generic,1/19/2009,Nigeria,30mg,Capsule,From RDC,N/A - From RDC,Aurobindo,Stavudine,N/A - From RDC,SO-19070,Pre.PQ,Pre-PQ Process,ARV,1/19/2009,2/16/2009,Air,Adult,SCMS,7363.74,68.733333333,12.53,4124,6392.2,1.55,60,0.03,273
Truvada,2/16/2009,Zambia,300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aspen,Emtricitabine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-2544,Pre.PQ,Pre-PQ Process,ARV,2/16/2009,2/16/2009,Truck,Adult,SCMS,14036.31,3333.333333333,5145,100000,2625000,26.25,30,0.88,9000
Generic,7/24/2008,Nigeria,600mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Efavirenz,N/A - From RDC,SO-10540,Pre.PQ,Pre-PQ Process,ARV,7/24/2008,7/24/2008,Air,Adult,SCMS,1960.81,34.333333333,19.31,1030,12071.6,11.72,30,0.39,251
Generic,5/8/2009,Nigeria,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-21809,Pre.PQ,Pre-PQ Process,ARV,5/8/2009,5/8/2009,Air Charter,Adult,SCMS,15128.37,443.6,594.71,26616,303422.4,11.4,60,0.19,2993
Generic,1/6/2009,Uganda,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-17900,Pre.PQ,Pre-PQ Process,ARV,1/6/2009,1/6/2009,Air,Adult,SCMS,8252.73,85.516666667,118.67,5131,60545.8,11.8,60,0.2,691
Generic,3/4/2009,Ethiopia,150/200/30mg,Tablet - FDC,From RDC,N/A - From RDC,Cipla,Lamivudine/Nevirapine/Stavudine,N/A - From RDC,SO-22030,Pre.PQ,Pre-PQ Process,ARV,3/4/2009,3/4/2009,Air,Adult,SCMS,14144.68,1792.6,1500.97,107556,765798.72,7.12,60,0.12,14450
Generic,2/16/2009,Nigeria,600mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Efavirenz,N/A - From RDC,SO-19070,Pre.PQ,Pre-PQ Process,ARV,2/16/2009,2/16/2009,Air,Adult,SCMS,3680.33,449.1,290.48,13473,148203,11,30,0.37,1146
Truvada,3/24/2009,Nigeria,300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aspen,Emtricitabine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-21783,Pre.PQ,Pre-PQ Process,ARV,3/24/2009,3/24/2009,Air,Adult,SCMS,6443.61,22.066666667,34.06,662,17377.5,26.25,30,0.88,62
Generic,3/19/2009,Nigeria,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-21802,Pre.PQ,Pre-PQ Process,ARV,3/19/2009,3/19/2009,Air Charter,Adult,SCMS,11492.86,194.35,260.55,11661,132935.4,11.4,60,0.19,1311
Generic,2/18/2009,Ethiopia,150/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Zidovudine,N/A - From RDC,SO-22190,Pre.PQ,Pre-PQ Process,ARV,2/18/2009,2/18/2009,Air,Adult,SCMS,1719.65,83.333333333,85.85,5000,43800,8.76,60,0.15,403
Generic,5/8/2009,Nigeria,600mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Efavirenz,N/A - From RDC,SO-22830,Pre.PQ,Pre-PQ Process,ARV,5/8/2009,5/8/2009,Air Charter,Adult,SCMS,15128.37,833.333333333,539,25000,275000,11,30,0.37,2267
Generic,5/15/2009,Mozambique,30mg,Capsule,From RDC,N/A - From RDC,Aurobindo,Stavudine,N/A - From RDC,SO-27430,Pre.PQ,Pre-PQ Process,ARV,5/15/2009,5/15/2009,Air,Adult,SCMS,1217.37,10.5,1.91,630,976.5,1.55,60,0.03,42
Generic,5/12/2009,Zimbabwe,150/30mg,Tablet - FDC,From RDC,N/A - From RDC,Cipla,Lamivudine/Stavudine,N/A - From RDC,SO-18111,Pre.PQ,Pre-PQ Process,ARV,5/12/2009,5/12/2009,Air,Adult,SCMS,2698.04,66.666666667,31.36,4000,16000,4,60,0.07,305
Truvada,5/8/2009,Nigeria,300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aspen,Emtricitabine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-30021,Pre.PQ,Pre-PQ Process,ARV,5/8/2009,5/8/2009,Air Charter,Adult,SCMS,15128.47,914.633333333,1411.74,27439,720273.75,26.25,30,0.88,2561
Generic,5/22/2009,Haiti,600mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Efavirenz,N/A - From RDC,SO-24841,Pre.PQ,Pre-PQ Process,ARV,5/22/2009,5/22/2009,Air,Adult,SCMS,7584.12,244.1,139.51,7323,71179.56,9.72,30,0.32,631
Generic,5/22/2009,Uganda,30mg,Capsule,From RDC,N/A - From RDC,Aurobindo,Stavudine,N/A - From RDC,SO-26160,Pre.PQ,Pre-PQ Process,ARV,5/22/2009,5/22/2009,Air,Adult,SCMS,526.41,1,0.18,60,89.4,1.49,60,0.02,4
Generic,6/5/2009,Nigeria,150/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Zidovudine,N/A - From RDC,SO-21052,Pre.PQ,Pre-PQ Process,ARV,6/5/2009,6/5/2009,Air,Adult,SCMS,1012.18,29.116666667,30,1747,15303.72,8.76,60,0.15,148
Generic,6/18/2009,Haiti,50mg,Capsule,From RDC,N/A - From RDC,Aurobindo,Efavirenz,N/A - From RDC,SO-24832,Pre.PQ,Pre-PQ Process,ARV,6/18/2009,6/18/2009,Air,Pediatric,SCMS,7789.85,47.6,6.27,1428,3198.72,2.24,30,0.07,83
Truvada,6/16/2009,Nigeria,300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aspen,Emtricitabine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-30022,Pre.PQ,Pre-PQ Process,ARV,6/16/2009,6/16/2009,Air Charter,Adult,SCMS,7329.83,808.966666667,1248.64,24269,637061.25,26.25,30,0.88,2094
Generic,6/29/2009,Uganda,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-26170,Pre.PQ,Pre-PQ Process,ARV,6/29/2009,6/29/2009,Air,Adult,SCMS,14569.14,172.866666667,235,10372,119900.32,11.56,60,0.19,1312
Truvada,6/16/2009,Nigeria,300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aspen,Emtricitabine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-22520,Pre.PQ,Pre-PQ Process,ARV,6/16/2009,6/16/2009,Air Charter,Adult,SCMS,7329.83,910.466666667,1405.31,27314,716992.5,26.25,30,0.88,2363
Generic,3/23/2007,Zimbabwe,600mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Efavirenz,N/A - From RDC,SO-224,Pre.PQ,Pre-PQ Process,ARV,3/23/2007,3/23/2007,Air,Adult,SCMS,1886.21,233.333333333,45.57,7000,113750,16.25,30,0.54,581
Generic,6/1/2007,Mozambique,10mg/ml,Oral solution,From RDC,N/A - From RDC,Aurobindo,Zidovudine,N/A - From RDC,SO-501,Pre.PQ,Pre-PQ Process,ARV,6/1/2007,6/1/2007,Air,Pediatric,SCMS,478.51,2.708333333,45.57,650,2567.5,3.95,240,0.02,193
Generic,4/30/2007,Côte d'Ivoire,600mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Efavirenz,N/A - From RDC,SO-434,Pre.PQ,Pre-PQ Process,ARV,4/30/2007,4/30/2007,Air,Adult,SCMS,2658,271.6,45.57,8148,132405,16.25,30,0.54,742
Generic,6/15/2007,Zambia,20mg/ml,Oral solution,From RDC,N/A - From RDC,Aurobindo,Abacavir,N/A - From RDC,SO-637,Pre.PQ,Pre-PQ Process,ARV,6/15/2007,6/15/2007,Air,Pediatric,SCMS,650.12,0.8,45.57,192,4128,21.5,240,0.09,70
Generic,6/5/2007,Rwanda,150mg,Tablet,From RDC,N/A - From RDC,Ranbaxy,Lamivudine,N/A - From RDC,SO-602,Pre.PQ,Pre-PQ Process,ARV,6/5/2007,6/5/2007,Air,Adult,SCMS,2520.47,57.183333333,45.57,3431,11356.61,3.31,60,0.06,216
Generic,6/15/2007,Côte d'Ivoire,300mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Zidovudine,N/A - From RDC,SO-617,Pre.PQ,Pre-PQ Process,ARV,6/15/2007,6/15/2007,Air,Adult,SCMS,1432,72.9,45.57,4374,37266.48,8.52,60,0.14,230
Generic,7/9/2007,Zambia,20mg/ml,Oral solution,From RDC,N/A - From RDC,Aurobindo,Abacavir,N/A - From RDC,SO-621,Pre.PQ,Pre-PQ Process,ARV,7/9/2007,7/9/2007,Air,Pediatric,SCMS,874.57,1.458333333,12.04,350,7525,21.5,240,0.09,124
Generic,7/30/2007,Tanzania,200mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-768,Pre.PQ,Pre-PQ Process,ARV,7/30/2007,7/30/2007,Air,Adult,SCMS,3291,196.783333333,67.44,11807,42150.99,3.57,60,0.06,1050
Generic,8/24/2007,Côte d'Ivoire,150/30mg,Tablet - FDC,From RDC,N/A - From RDC,Cipla,Lamivudine/Stavudine,N/A - From RDC,SO-844,Pre.PQ,Pre-PQ Process,ARV,8/24/2007,8/24/2007,Air,Adult,SCMS,12438,1834.4,176.1,55032,110064,2,30,0.07,3673
Stocrin/Sustiva,10/11/2007,Tanzania,200mg,Capsule,From RDC,N/A - From RDC,MSD,Efavirenz,N/A - From RDC,SO-1075,Pre.PQ,Pre-PQ Process,ARV,10/11/2007,10/11/2007,Air,Pediatric,SCMS,2465,22.077777778,103.07,1987,64418.54,32.42,90,0.36,238
Generic,9/28/2007,Zambia,150/200/30mg,Tablet - FDC,From RDC,N/A - From RDC,Cipla,Lamivudine/Nevirapine/Stavudine,N/A - From RDC,SO-1077,Pre.PQ,Pre-PQ Process,ARV,9/28/2007,9/28/2007,Air,Adult,SCMS,7927.55,282.9,200.97,16974,125607.6,7.4,60,0.12,1732
Generic,10/2/2007,Zambia,200mg,Capsule,From RDC,N/A - From RDC,Aurobindo,Efavirenz,N/A - From RDC,SO-1066,Pre.PQ,Pre-PQ Process,ARV,10/2/2007,10/2/2007,Air,Pediatric,SCMS,723.59,6.711111111,15.46,604,9664,16,90,0.18,72
Generic,11/2/2007,Zambia,20mg,Capsule,From RDC,N/A - From RDC,Aurobindo,Stavudine,N/A - From RDC,SO-909,Pre.PQ,Pre-PQ Process,ARV,11/2/2007,11/2/2007,Air,Adult,SCMS,1320.08,23.016666667,3.87,1381,2416.75,1.75,60,0.03,232
Generic,4/10/2008,Zambia,600mg,Tablet,From RDC,N/A - From RDC,Mylan,Efavirenz,N/A - From RDC,SO-1653,Pre.PQ,Pre-PQ Process,ARV,4/10/2008,4/10/2008,Air,Adult,SCMS,7836.6,844.6,503.52,25338,314697.96,12.42,30,0.41,1974
Generic,10/31/2007,Ethiopia,150mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Lamivudine,N/A - From RDC,SO-919,Pre.PQ,Pre-PQ Process,ARV,10/31/2007,10/31/2007,Air,Adult,SCMS,810.86,52.416666667,15.3,3145,9560.8,3.04,60,0.05,162
Generic,12/18/2007,Côte d'Ivoire,30mg,Capsule,From RDC,N/A - From RDC,Aurobindo,Stavudine,N/A - From RDC,SO-1308,Pre.PQ,Pre-PQ Process,ARV,12/18/2007,12/18/2007,Air,Adult,SCMS,4147.9,103.333333333,17.36,6200,10850,1.75,60,0.03,354
Aluvia,12/6/2007,Zambia,200/50mg,Tablet,From RDC,N/A - From RDC,ABBVIE,Lopinavir/Ritonavir,N/A - From RDC,SO-1031,Pre.PQ,Pre-PQ Process,ARV,12/6/2007,12/6/2007,Air,Adult,SCMS,9736.5,102,804.9,12240,503064,41.1,120,0.34,2662
Kaletra,12/28/2007,Zambia,80/20mg/ml,Oral solution,From RDC,N/A - From RDC,ABBVIE,Lopinavir/Ritonavir,N/A - From RDC,SO-628,Pre.PQ,Pre-PQ Process,ARV,12/28/2007,12/28/2007,Air,Pediatric,SCMS,1566.21,2.486666667,49.06,746,30660.6,41.1,300,0.14,88
Generic,12/31/2007,Haiti,200mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-1289,Pre.PQ,Pre-PQ Process,ARV,12/31/2007,12/31/2007,Air,Adult,SCMS,32483.5,700,228.48,42000,142800,3.4,60,0.06,3957
Generic,12/19/2007,Zambia,200mg,Tablet,From RDC,N/A - From RDC,Cipla,Nevirapine,N/A - From RDC,SO-1316,Pre.PQ,Pre-PQ Process,ARV,12/19/2007,12/19/2007,Truck,Adult,SCMS,24405,1295.4,422.82,77724,264261.6,3.4,60,0.06,8554
Generic,12/25/2007,Ethiopia,200mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-1530,Pre.PQ,Pre-PQ Process,ARV,12/25/2007,12/20/2007,Air,Adult,SCMS,8332,212.416666667,69.33,12745,43333,3.4,60,0.06,1197
Generic,1/24/2008,Nigeria,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-1430,Pre.PQ,Pre-PQ Process,ARV,1/24/2008,1/16/2008,Air,Adult,SCMS,3228,80.6,158.62,4836,99138,20.5,60,0.34,531
Aluvia,1/25/2008,Côte d'Ivoire,200/50mg,Tablet,From RDC,N/A - From RDC,ABBVIE,Lopinavir/Ritonavir,N/A - From RDC,SO-1657,Pre.PQ,Pre-PQ Process,ARV,1/25/2008,1/25/2008,Air,Adult,SCMS,2206,17.675,139.48,2121,87173.1,41.1,120,0.34,465
Generic,1/31/2008,Ethiopia,600mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Efavirenz,N/A - From RDC,SO-1522,Pre.PQ,Pre-PQ Process,ARV,1/31/2008,1/31/2008,Air,Adult,SCMS,20222.4,2254.133333333,1343.82,67624,839890.08,12.42,30,0.41,5840
Generic,12/28/2007,Zambia,200mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-1315,Pre.PQ,Pre-PQ Process,ARV,12/28/2007,12/28/2007,Air,Adult,SCMS,15245.25,978,319.22,58680,199512,3.4,60,0.06,5557
Generic,1/25/2008,Zambia,600mg,Tablet,From RDC,N/A - From RDC,Mylan,Efavirenz,N/A - From RDC,SO-1035,Pre.PQ,Pre-PQ Process,ARV,1/25/2008,1/25/2008,Air,Adult,SCMS,4428.75,482.166666667,287.45,14465,179655.3,12.42,30,0.41,1135
Generic,2/4/2008,Ethiopia,10mg/ml,Oral solution,From RDC,N/A - From RDC,Aurobindo,Zidovudine,N/A - From RDC,SO-1529,Pre.PQ,Pre-PQ Process,ARV,2/4/2008,2/4/2008,Air,Pediatric,SCMS,4485.25,13.858333333,11.44,3326,7150.9,2.15,240,0.01,1225
Generic,2/19/2008,Côte d'Ivoire,150/200/30mg,Tablet - FDC,From RDC,N/A - From RDC,Cipla,Lamivudine/Nevirapine/Stavudine,N/A - From RDC,SO-1284,Pre.PQ,Pre-PQ Process,ARV,2/19/2008,2/5/2008,Air,Adult,SCMS,6778.91,593.333333333,421.5,35600,263440,7.4,60,0.12,3731
Generic,2/19/2008,Côte d'Ivoire,150/300mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Zidovudine,N/A - From RDC,SO-1663,Pre.PQ,Pre-PQ Process,ARV,2/19/2008,3/6/2008,Air,Adult,SCMS,8321.29,6.183333333,5.64,371,3524.5,9.5,60,0.16,4689
Stocrin/Sustiva,4/11/2008,Haiti,30mg/ml,Oral solution,From RDC,N/A - From RDC,MSD,Efavirenz,N/A - From RDC,SO-2071,Pre.PQ,Pre-PQ Process,ARV,4/11/2008,4/11/2008,Air,Pediatric,SCMS,933.09,0.388888889,1.9,70,1187.2,16.96,180,0.09,30
Generic,7/30/2008,Zimbabwe,150/200/30mg,Tablet - FDC,From RDC,N/A - From RDC,Cipla,Lamivudine/Nevirapine/Stavudine,N/A - From RDC,SO-2790,Pre.PQ,Pre-PQ Process,ARV,7/30/2008,7/30/2008,Truck,Adult,SCMS,2705.71,162.2,115.23,9732,72016.8,7.4,60,0.12,911
Generic,6/30/2008,Tanzania,600mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Efavirenz,N/A - From RDC,SO-2556,Pre.PQ,Pre-PQ Process,ARV,6/30/2008,6/30/2008,Truck,Adult,SCMS,9330,2500,1441.2,75000,900750,12.01,30,0.4,15566
Generic,4/3/2008,Zambia,150/300mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Zidovudine,N/A - From RDC,SO-1992,Pre.PQ,Pre-PQ Process,ARV,4/3/2008,4/3/2008,Air,Adult,SCMS,2891.6,109.95,100.27,6597,62671.5,9.5,60,0.16,617
Generic,9/16/2008,Tanzania,150/200/30mg,Tablet - FDC,From RDC,N/A - From RDC,Cipla,Lamivudine/Nevirapine/Stavudine,N/A - From RDC,SO-2559,Pre.PQ,Pre-PQ Process,ARV,9/16/2008,9/16/2008,Air,Adult,SCMS,80239.66,2588.65,1838.98,155319,1149360.6,7.4,60,0.12,28334
Generic,6/5/2008,Mozambique,600mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Efavirenz,N/A - From RDC,SO-2015,Pre.PQ,Pre-PQ Process,ARV,6/5/2008,6/5/2008,Air,Adult,SCMS,3316.9,1126.233333333,671.42,33787,419634.54,12.42,30,0.41,6081
Generic,5/19/2008,Uganda,150/300mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Zidovudine,N/A - From RDC,SO-2341,Pre.PQ,Pre-PQ Process,ARV,5/19/2008,5/19/2008,Air,Adult,SCMS,935.8,13.333333333,12.1,800,7560,9.45,60,0.16,75
Generic,6/30/2008,Tanzania,150/300mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Zidovudine,N/A - From RDC,SO-2558,Pre.PQ,Pre-PQ Process,ARV,6/30/2008,6/30/2008,Truck,Adult,SCMS,8831.92,1869.85,1696.33,112191,1060204.95,9.45,60,0.16,10453
Generic,4/21/2008,Ethiopia,1mg/ml,Oral solution,From RDC,N/A - From RDC,Aurobindo,Stavudine,N/A - From RDC,SO-2358,Pre.PQ,Pre-PQ Process,ARV,4/21/2008,4/21/2008,Air,Pediatric,SCMS,1850.7,15,6.72,3000,4200,1.4,200,0.01,342
Generic,4/21/2008,Haiti,300mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Zidovudine,N/A - From RDC,SO-2069,Pre.PQ,Pre-PQ Process,ARV,4/21/2008,4/21/2008,Air,Adult,SCMS,2599,51.916666667,40.62,3115,25387.25,8.15,60,0.14,178
Generic,6/30/2008,Tanzania,150/300mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Zidovudine,N/A - From RDC,SO-2001,Pre.PQ,Pre-PQ Process,ARV,6/30/2008,6/30/2008,Air,Adult,SCMS,1108.08,112.033333333,102.17,6722,63859,9.5,60,0.16,634
Generic,7/23/2008,Zambia,600mg,Tablet,From RDC,N/A - From RDC,Mylan,Efavirenz,N/A - From RDC,SO-1894,Pre.PQ,Pre-PQ Process,ARV,7/23/2008,7/23/2008,Truck,Adult,SCMS,2196.18,1833.333333333,1056.88,55000,660550,12.01,30,0.4,3925
Generic,2/27/2008,Côte d'Ivoire,200mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-1307,Pre.PQ,Pre-PQ Process,ARV,2/27/2008,2/27/2008,Air,Adult,SCMS,3428.5,293.683333333,95.86,17621,59911.4,3.4,60,0.06,1650
Generic,6/2/2008,Haiti,300mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Zidovudine,N/A - From RDC,SO-2348,Pre.PQ,Pre-PQ Process,ARV,6/2/2008,6/2/2008,Air,Adult,SCMS,1355.06,32.083333333,25.1,1925,15688.75,8.15,60,0.14,111
Generic,7/1/2008,Tanzania,30mg,Capsule,From RDC,N/A - From RDC,Aurobindo,Stavudine,N/A - From RDC,SO-2564,Pre.PQ,Pre-PQ Process,ARV,7/1/2008,7/1/2008,Air,Adult,SCMS,22965.4,1255.3,183.17,75318,114483.36,1.52,60,0.03,5040
Generic,7/10/2008,Uganda,30mg,Capsule,From RDC,N/A - From RDC,Aurobindo,Stavudine,N/A - From RDC,SO-2677,Pre.PQ,Pre-PQ Process,ARV,7/10/2008,7/10/2008,Air,Adult,SCMS,578.24,8.333333333,1.24,500,775,1.55,60,0.03,33
Norvir,11/27/2008,Mozambique,100mg,Capsule,From RDC,N/A - From RDC,ABBVIE,Ritonavir,N/A - From RDC,SO-18330,Pre.PQ,Pre-PQ Process,ARV,11/27/2008,11/27/2008,Air,Adult,SCMS,2765.64,0.535714286,0,180,0,0,336,0,256
Generic,12/1/2008,Zambia,200mg,Tablet,From RDC,N/A - From RDC,Hetero,Nevirapine,N/A - From RDC,SO-2494,Pre.PQ,Pre-PQ Process,ARV,12/1/2008,12/1/2008,Truck,Adult,SCMS,3629.37,833.333333333,333.2,50000,170000,3.4,60,0.06,2809
Generic,11/14/2008,Zambia,10mg/ml,Oral solution,From RDC,N/A - From RDC,Aurobindo,Zidovudine,N/A - From RDC,SO-15290,Pre.PQ,Pre-PQ Process,ARV,11/14/2008,11/14/2008,Air,Pediatric,SCMS,5110.76,7.5,7.41,1800,3780,2.1,240,0.01,671
